County,LAT,LON,Event,date,Place,Deaths†,Injured†,Missing†,Houses Destroyed†,Houses Damaged†,Victims†,Affected†,Relocated†,Evacuated†,Damages in crops Ha.†,Comments
LAIKIPIA,0.121194548,36.34136253,FLOOD,8/30/2010,Kanyuka Dam,,,,,,,,,,,"The dam's spillway is eroded making fee flow of water difficult. The embankment has become weak, most sections are worn out and the impoundment[...]"
MERU,0.121526098,38.20828467,DROUGHT,9/10/2009,Meru National Park,,,,,,,,,,,
MERU,0.133672809,37.98601429,DROUGHT,1/8/2009,,,,,,,,,,,,
MERU,0.133672809,37.98601429,DROUGHT,8/4/2009,,,,,,,,,,,,
MERU,0.13792286,37.31441689,FOREST FIRE,3/23/2009,Sirmon area of Ontulili,,,,,,,,,,100,Indigenous forest burned down
MERU,0.13792286,37.31441689,FOREST FIRE,2/27/2005,"Mt. Kenya, Kangaita",,,,,,,,,,60,
MERU,0.187039833,37.5939773,FLOOD,1/14/2010,Tumau,,,,,,,,,,,Timau-Ngare-Ndare Munyangalo roads 90% of bean crops in the district were destroyed
MERU,0.187039833,37.5939773,DROUGHT,9/10/2009,Rwarera,,,,,,,,,,,
KAKAMEGA,0.194178025,34.72411138,DROUGHT,5/13/2008,Kakamega North,,,,,,,98000,,,,
KAKAMEGA,0.194178025,34.72411138,LANDSLIDE,11/8/2007,Khuvasali area,8,116,,,,,,,,,
KAKAMEGA,0.194178025,34.72411138,FLOOD,5/14/2002,,1,,,,,,,,,,
SIAYA,0.217253648,34.24955086,FLOOD,4/24/2006,,,,,,,,476,,,200,Sondu Miriu River's banks were overflown
MERU,0.224367205,37.68858344,DROUGHT,1/3/2011,,,,,,,,61981,,,,
MERU,0.224367205,37.68858344,DROUGHT,1/8/2009,"Tigania West - Buuri, Kaitu village",,,,,,,,,,,
MERU,0.227394783,37.92068357,LANDSLIDE,12/31/2002,Maua,4,,,,,,,,,,
KAKAMEGA,0.228251755,34.52088955,DROUGHT,1/8/2009,,,,,,,,,,,,
KAKAMEGA,0.228251755,34.52088955,FLOOD,1/1/2005,,,,,,,,,,,,
KAKAMEGA,0.228251755,34.52088955,EPIDEMIC,3/31/2008,,,,,,,,,,,,Numbers to be confirmed
MERU,0.233721648,37.71767371,DROUGHT,2/3/2009,Maara,,,,,,,36457,,,,
MERU,0.233721648,37.71767371,FLOOD,5/14/2002,,1,,,,,,,,,,
MERU,0.233721648,37.71767371,DROUGHT,9/10/2009,Akithi,,,,,,,,,,,
NANDI,0.236795213,35.01851381,THUNDERSTORM,10/7/2011,Kapkechui village,1,3,,,,,,,,,
LAIKIPIA,0.243690128,37.03386879,FLOOD,4/1/2010,"Laikipia North, Mukogodo",1,,,,,,5,,,,
LAIKIPIA,0.243690128,37.03386879,FLOOD,5/14/2002,Nanyuki,1,,,,,,,,,,
LAIKIPIA,0.243690128,37.03386879,FOREST FIRE,3/24/2009,Lariak forest,,,,,,,,,,100,Indigenous forest burned down
LAIKIPIA,0.243690128,37.03386879,FLOOD,4/1/2010,Nabor,,,,,,,,,,,
LAIKIPIA,0.243690128,37.03386879,FOREST FIRE,3/25/2009,Shamanek,,,,,,,,,,,Indigenous forest burned down
LAIKIPIA,0.243690128,37.03386879,FOREST FIRE,3/25/2009,South Marmanet Forest,,,,,,,,,,,
LAIKIPIA,0.243690128,37.03386879,DROUGHT,1/3/2011,,,,,,,,,,,,
LAIKIPIA,0.243690128,37.03386879,DROUGHT,1/3/2011,,,,,,,,,,,,
LAIKIPIA,0.243690128,37.03386879,DROUGHT,1/3/2011,,,,,,,,,,,,
LAIKIPIA,0.243690128,37.03386879,FLOOD,11/14/2008,Laikipia North,,,,,,,,,,,
LAIKIPIA,0.243690128,37.03386879,DROUGHT,1/8/2009,Laikipia East,,,,,,,,,,,
LAIKIPIA,0.243690128,37.03386879,DROUGHT,1/8/2009,Laikipia North,,,,,,,,,,,
MERU,0.248176637,38.02373776,DROUGHT,4/26/2009,"Kiengu-Anchenge, Andu Vosio village",,,,,,,,,,,
KAKAMEGA,0.287430743,34.75002316,EPIDEMIC,1/1/2009,Central Kakamega,2,,,,,,13,,,,Incidences of cholera were reported as from January to June 2009
KAKAMEGA,0.287430743,34.75002316,THUNDERSTORM,6/26/2011,Shiunzu village,1,1,,,,,,,,,
KAKAMEGA,0.29304838,34.51686091,DROUGHT,5/13/2009,,,,,,,,334000,,,,
KAKAMEGA,0.29304838,34.51686091,FLOOD,2/21/2011,Shilamura area,1,,,,,,,,,,
KAKAMEGA,0.29304838,34.51686091,THUNDERSTORM,3/7/2011,Maeni Sublocation,1,,,,,,,,,,
KAKAMEGA,0.29304838,34.51686091,THUNDERSTORM,9/8/2012,Buchirinya village,1,,,,,,,,,,Body removed to St'Mary mission hospital
MERU,0.316399644,38.05924179,DROUGHT,9/10/2009,Ndoleli,,,,,,,,,,,
UASIN GISHU,0.331473048,35.43626874,THUNDERSTORM,10/8/2012,Kiborgok village,,1,,,,,,,,,The victim rushed to Kapsaret district nhospital and admitted in serious condition.
UASIN GISHU,0.331473048,35.43626874,THUNDERSTORM,1/7/2011,"Kiptagat, Macheiwa village",8,,,,,,,,,,
UASIN GISHU,0.331473048,35.43626874,DROUGHT,4/26/2009,"Chepkatet, Jasho Farm Village",,,,,,,,,,,
UASIN GISHU,0.331473048,35.43626874,DROUGHT,4/26/2009,Munyaka Village,,,,,,,,,,,
MERU,0.342267876,37.71340972,DROUGHT,1/3/2011,,,,,,,,,,,,
MERU,0.342267876,37.71340972,DROUGHT,1/8/2009,"Buuri - Lailuba, Nailova village",,,,,,,,,,,
MERU,0.342267876,37.71340972,DROUGHT,4/26/2009,Buuri - Kaitu village,,,,,,,,,,,
MERU,0.342267876,37.71340972,DROUGHT,4/26/2009,Buuri - Lailuba Village,,,,,,,,,,,
BUSIA,0.342968212,34.29095636,FLOOD,8/21/2007,"Elugulu, Bulwani",,,,,,,1750,,,,
ELEGEYO-MARAKWET,0.357646857,35.59208491,EPIDEMIC,11/8/2009,Kabirsus Primary School,,,,,,,6,,,,
ELEGEYO-MARAKWET,0.357646857,35.59208491,FLOOD,9/1/2013,KAPTARAKWA,8,4,,12,,,,,72,,57 children under 5 yrs were in camps
ELEGEYO-MARAKWET,0.357646857,35.59208491,LANDSLIDE,12/31/2003,Kocholwo location,3,3,,,,,,,,,
ELEGEYO-MARAKWET,0.357646857,35.59208491,DROUGHT,1/8/2009,Keiyo,,,,,,,,,,,
BARINGO,0.368158371,35.75293052,LANDSLIDE,12/31/2002,Timboiywo area,,,,,,,,,,,
BARINGO,0.368158371,35.75293052,LANDSLIDE,12/31/2003,Timboiywo area,,,,,,,,,,,
BARINGO,0.368158371,35.75293052,LANDSLIDE,12/31/2004,Timboiywo area,,,,,,,,,,,
BARINGO,0.368158371,35.75293052,LANDSLIDE,12/31/2005,Timboiywo area,,,,,,,,,,,
BARINGO,0.368158371,35.75293052,LANDSLIDE,12/31/2006,Timboiywo area,,,,,,,,,,,
BARINGO,0.368158371,35.75293052,LANDSLIDE,12/31/2008,Timboiywo area,,,,,,,,,,,
MERU,0.37161144,37.81853648,DROUGHT,1/8/2009,,,,,,,,,,,,
KAKAMEGA,0.383880051,34.46654791,FLOOD,6/12/2011,"Lucheka, Emurambe, Munanga",,,,,,,60,,,,"60 Families were affected, 20 of them have been displaced"
LAIKIPIA,0.403053263,36.61345938,FOREST FIRE,3/25/2009,Rumuruti,,,,,,,,,,,Indigenous forest burned down
LAIKIPIA,0.403053263,36.61345938,DROUGHT,1/8/2009,Rumuruti,,,,,,,,,,,
LAIKIPIA,0.403053263,36.61345938,LANDSLIDE,8/30/2010,Marmanet Scheme Water Supply,,,,,,,,,,,"The landslide broke the raw water pipe at the scheme leading to lack of water supply for Marmanet, Kwa Wanjiku and Rumuruti Town areas"
LAIKIPIA,0.417340105,37.12574604,FOREST FIRE,1/3/2004,Mukongondo Forest,,,,,,,,,,1000,Indigenous trees burned down
KAKAMEGA,0.419052921,34.66288626,FLOOD,11/13/2008,Makunda,,,,,,,3200,,,500,
KAKAMEGA,0.419052921,34.66288626,FLOOD,11/13/2008,Bunyala South,,,,,,,3000,,,250,
ELEGEYO-MARAKWET,0.421159416,35.61421796,LANDSLIDE,8/1/2013,"KOCHOLWO,SIMIT,KAPSOGOM,TORO,TUMO,KIBARAGOI,SEGO",5,3,2,51,,,,131,,,
BUSIA,0.432620865,34.11453866,FLOOD,11/5/2013,"Samia, Bwiri Nambuku",,,,,,,330,,,,"Tents, food, medicine, clean water, mobile toilets and household goods were required by the victims."
BUSIA,0.432620865,34.11453866,EPIDEMIC,1/1/2009,Busia,1,,,,,,3,,,,Incidences of cholera were reported as from January to June 2009
BUSIA,0.432620865,34.11453866,FLOOD,3/26/2011,Ekisumu Primary School,2,6,,,,,,,,,
UASIN GISHU,0.447076301,35.23329466,FLOOD,2/14/2010,Eldoret East,,,,,,,,,,,
UASIN GISHU,0.447076301,35.23329466,DROUGHT,1/3/2011,Eldoret South,,,,,,,,,,,
UASIN GISHU,0.447076301,35.23329466,DROUGHT,4/26/2009,Ya Mumbi Village,,,,,,,,,,,
KAKAMEGA,0.47049071,34.83310488,THUNDERSTORM,6/29/2011,Chochoro Location,1,,,,,,,,,,
BARINGO,0.475753367,35.98492357,FLOOD,2/1/2010,,,,,196,,,2724,,,,
BARINGO,0.475753367,35.98492357,FLOOD,2/1/2010,,,,,,,,2724,,,,
BARINGO,0.475753367,35.98492357,FLOOD,10/1/2010,Eldume,,,,122,,,601,,,86.5,
BARINGO,0.475753367,35.98492357,FLOOD,4/1/2010,,,,,,,,196,,,,
BARINGO,0.475753367,35.98492357,FLOOD,10/1/2010,Ngambo,,,,67,,,67,,,,"67 households were washed away, Ngambo dispensary was submerged resulting to loss of medicine, 2 pit latrines were also destroyed"
BARINGO,0.475753367,35.98492357,FLOOD,10/1/2010,Longewan/ Ngarua,,,,118,,,,,,53.5,
BARINGO,0.475753367,35.98492357,FLOOD,10/1/2010,Loboi,,,,23,,,,,,20,
BARINGO,0.475753367,35.98492357,FLOOD,4/1/2010,Marigat - East Pokot road,,,,,,,,,,,
BARINGO,0.475753367,35.98492357,DROUGHT,1/3/2011,,,,,,,,,,,,
BARINGO,0.475753367,35.98492357,DROUGHT,1/8/2009,,,,,,,,,,,,
WEST POKOT,0.477731614,35.35626933,FLOOD,4/1/2010,,,,,,,,29,,,,
WEST POKOT,0.477731614,35.35626933,DROUGHT,1/3/2011,,,,,,,,,,,,
WEST POKOT,0.477731614,35.35626933,DROUGHT,1/3/2011,,,,,,,,,,,,
WEST POKOT,0.477731614,35.35626933,THUNDERSTORM,7/30/2012,Tartar primary school,,,,,,,,,,,Pupils taken to kapenguria district hospital admitted in fair condition.
ISIOLO,0.481853031,38.53732635,DROUGHT,1/3/2011,,,,,,,,35000,,,,
ISIOLO,0.481853031,38.53732635,DROUGHT,1/8/2009,Garba Tulla,,,,,,,30000,,,,
ISIOLO,0.481853031,38.53732635,FLOOD,6/4/2006,"Soricho, Garfassa, Malkadaka, Merti",,,,,,,3200,,,,Roads are impassable
ISIOLO,0.481853031,38.53732635,EPIDEMIC,1/1/2009,Garba Tulla,4,,,,,,1,,,,Incidences of cholera were reported as from January to June 2009
ISIOLO,0.481853031,38.53732635,FLOOD,4/3/2010,Garfara,,,,200,,,,,,,
ISIOLO,0.481853031,38.53732635,FLOOD,1/12/2009,Kina-Garbatulla road,,,,,,,,,,,"culvert destructed, broken water drainage"
ISIOLO,0.481853031,38.53732635,FLOOD,1/3/2010,Isiolo West,,,,,,,,,,,
ISIOLO,0.481853031,38.53732635,FLOOD,11/13/2008,,,,,,,,,,,,
ISIOLO,0.481853031,38.53732635,FLOOD,11/14/2008,,,,,,,,,,,,
ISIOLO,0.481853031,38.53732635,FLASH FLOOD,4/20/2010,Nyambera,,,,,,,,,,,
GARISSA,0.498529883,39.59164576,FLOOD,3/13/2013,Shanta-abak,,,,,,,300,,,,
GARISSA,0.498529883,39.59164576,DROUGHT,1/4/2010,Gurufa,,,,,,,,,,,
MERU,0.510412722,38.02625374,DROUGHT,9/10/2009,Mutuati,,,,,,,,,,,
BUSIA,0.527535038,34.1625799,THUNDERSTORM,1/30/2013,Kolcholya village,1,4,,,,,,,,,The injured were taken to kocholya district hospital for treatment.
ISIOLO,0.547115722,37.78850934,DROUGHT,1/8/2009,Isiolo,,,,,,,89700,,,,
ISIOLO,0.547115722,37.78850934,DROUGHT,1/3/2011,,,,,,,,86773,,,,
ISIOLO,0.547115722,37.78850934,FLASH FLOOD,10/27/2006,Central Division,4,2,,355,,,10000,,1775,,
ISIOLO,0.547115722,37.78850934,EPIDEMIC,4/1/2010,Isiolo,,,,,,,99,,,,
ISIOLO,0.547115722,37.78850934,EPIDEMIC,1/1/2009,Isiolo,12,,,,,,23,,,,Incidences of cholera were reported as from January to June 2009
GARISSA,0.554069833,39.22166631,FLOOD,7/11/2008,,,,,,,,,,,,
BUSIA,0.556219622,34.25938728,FLOOD,4/27/2010,Aremit and Akoreet Locations,,,,,,,12000,,,,
BUNGOMA,0.567929666,34.4671831,EPIDEMIC,1/1/2009,Bungoma South,1,,,,,,7,,,,Incidences of cholera were reported as from January to June 2009
BUNGOMA,0.567929666,34.4671831,FLOOD,5/14/2002,,1,,,,,,,,,,
BUNGOMA,0.567929666,34.4671831,EPIDEMIC,3/31/2008,,,,,,,,,,,,Numbers to be confirmed
UASIN GISHU,0.592798626,35.06412515,FOREST FIRE,2/26/2005,Turbo,,,,,,,,,,1000,
BUSIA,0.641035408,34.29992847,FLOOD,1/4/2008,Teso,,,,,,,4200,,,,
BUSIA,0.641035408,34.29992847,EPIDEMIC,3/31/2008,,,,,,,,1,,,,
BUSIA,0.641035408,34.29992847,WINDSTORM,4/13/2013,Usajai,,,,,,,,,,,"classrooms at St. Mary's Osajai primary school were destroyed, unknown number of cows killed by lightning"
BUSIA,0.641035408,34.29992847,FLOOD,1/1/2005,,,,,,,,,,,,
BUNGOMA,0.657368733,34.6016497,DROUGHT,1/4/2009,Nalondo,,,,,,,7000,,,,
BUNGOMA,0.657368733,34.6016497,EPIDEMIC,1/1/2009,Bungoma,1,,,,,,35,,,,Incidences of cholera were reported as from January to June 2009
LAIKIPIA,0.670141303,36.54466769,DROUGHT,9/10/2009,Olmoran,,,,,,,,,,,
KAKAMEGA,0.678178466,34.94975842,DROUGHT,5/13/2009,,,,,,,,38580,,,,
KAKAMEGA,0.678178466,34.94975842,FOREST FIRE,2/26/2005,Nzoia,,,,,,,,,,,
KAKAMEGA,0.678178466,34.94975842,FOREST FIRE,2/26/2005,Lugari,,,,,,,,,,40,
BUSIA,0.709906985,34.37061623,FLOOD,4/13/2013,Amudai Village,2,,,,,,5,,,,"Faith Imanyala was seriously injured, rushed and admitted to Teso district hospital"
BARINGO,0.716285408,36.00634823,FLOOD,8/5/2013,Ngetmoi and Emom locations,2,,,,,,20,,,,"An adult and a juvenile drowned, 4 households displaced, Kapkatit and Sangaru primary schools closed, Ngetmoi-Kibojos road, Tenges-Sangaru Road and[...]"
BARINGO,0.716285408,36.00634823,FLOOD,5/14/2002,,10,,,,,,,,,,
BARINGO,0.716285408,36.00634823,FLOOD,4/22/2013,Kimailel village,3,,,,,,,,,,"Rain in the upper parts led to flash floods in the lower parts which caught up with the threee children namely; Jane, Nelson and Fredrick."
BARINGO,0.716285408,36.00634823,DROUGHT,1/3/2011,Baringo Central,,,,,,,,,,,
BARINGO,0.716285408,36.00634823,DROUGHT,1/3/2011,Baringo North,,,,,,,,,,,
BARINGO,0.716285408,36.00634823,DROUGHT,1/8/2009,Baringo North,,,,,,,,,,,
UASIN GISHU,0.724674092,35.39109231,DROUGHT,4/25/2009,Kimumu Village,,,,,,,,,,,
UASIN GISHU,0.733921609,35.24587379,DROUGHT,4/26/2009,Kambi Thomas Village,,,,,,,,,,,
BUNGOMA,0.736277377,34.42661705,DROUGHT,1/4/2009,Malakasi,,,,,,,2200,,,,
BUNGOMA,0.73991433,34.51770974,DROUGHT,1/4/2009,"Wapukha, Toloso, Kulisiru",,,,,,,2700,,,,
BUNGOMA,0.756997381,34.60775741,DROUGHT,1/4/2009,"Lukhome, Chepsitat",,,,,,,1000,,,,
BUNGOMA,0.825754527,34.47359398,DROUGHT,5/13/2009,Mt. Elgon,,,,,,,8000,,,,"8,000 families were affected by the drought"
BUNGOMA,0.825754527,34.47359398,LANDSLIDE,11/5/2010,,3,4,,,,,21,,,,
BUNGOMA,0.825754527,34.47359398,DROUGHT,4/26/2009,Ngachi - Kipsis Village,,,,,,,,,,,
BUNGOMA,0.825754527,34.47359398,DROUGHT,1/3/2011,,,,,,,,,,,,
BUNGOMA,0.842240988,34.67736355,THUNDERSTORM,6/20/2011,Kipkama area within Kaborua village,1,1,,,,,,,,,
BUNGOMA,0.846962242,34.57145023,DROUGHT,4/26/2009,Chepyuk - Chemok Village,,,,,,,,,,,
BUNGOMA,0.846962242,34.57145023,DROUGHT,4/26/2009,Kapkateny - Teremi Village,,,,,,,,,,,
BUNGOMA,0.846962242,34.57145023,DROUGHT,4/25/2009,Chepyuk - Mpakani Village,,,,,,,,,,,
BUNGOMA,0.846962242,34.57145023,DROUGHT,4/25/2009,Kapkateny - Kapsambu Village,,,,,,,,,,,
ISIOLO,0.852720216,39.04544865,FLOOD,5/24/2005,,,,,,,,1320,,,,220 Households were affected
ISIOLO,0.852720216,39.04544865,FLOOD,5/24/2005,Badana,,,,,,,420,,,,70 Households were affected
ISIOLO,0.852720216,39.04544865,FLOOD,5/24/2005,Gubatu,,,,,,,420,,,,70 Households were affected
ISIOLO,0.852720216,39.04544865,FLOOD,5/24/2005,Biliku Marara,,,,,,,240,,,,40 Households were affected
ISIOLO,0.852720216,39.04544865,FLOOD,5/24/2005,Eresa Boru,,,,,,,200,,,,200 Households were affected
WAJIR,0.857595595,39.81887379,DROUGHT,1/3/2011,,,,,,,,,,,,
WAJIR,0.857595595,39.81887379,DROUGHT,1/8/2009,Abakole,,,,,,,,,,,
TRANS NZOIA,0.89360735,34.89751718,FLOOD,2/19/2011,Nzoia Village,,,,,,,,,,,
ELEGEYO-MARAKWET,0.949143776,35.49502751,FLOOD,5/14/2002,,1,,,,,,,,,,
ELEGEYO-MARAKWET,0.949143776,35.49502751,DROUGHT,1/3/2011,Marakwet East,,,,,,,,,,,
ELEGEYO-MARAKWET,0.949143776,35.49502751,DROUGHT,1/3/2011,Marakwet West,,,,,,,,,,,
TRANS NZOIA,0.987222061,35.02077027,FLOOD,11/13/2008,,,,,,,,29570,,,1800,
TRANS NZOIA,0.987222061,35.02077027,STORM,8/3/2010,Lake Victoria,5,,4,,,,,,,,
TRANS NZOIA,0.987222061,35.02077027,FLOOD,3/9/2010,Namanjalala,,,,300,,,,,,,
TRANS NZOIA,0.987222061,35.02077027,FLOOD,3/9/2010,Trans-Nzoia East - Saboti,1,,,,,,,,,,100 families/ households bordering Sabwani River were affected and evacuated to higher grounds and 1 person drowned in the floods.
TRANS NZOIA,0.987222061,35.02077027,FLOOD,4/1/2010,Chepkatil river,,,,,,,,,,,
TRANS NZOIA,0.987222061,35.02077027,FOREST FIRE,2/22/2005,Kabolet,,,,,,,,,,,
TRANS NZOIA,0.987222061,35.02077027,FLOOD,5/23/2010,Namanjalala,,,,,,,,,,,
TRANS NZOIA,0.987222061,35.02077027,FLOOD,5/23/2010,Laipo village,,,,,,,,,,,
TRANS NZOIA,0.987222061,35.02077027,WINDSTORM,5/20/2012,Trans Nzoia in Kitale,,,,,,,,,,,
TRANS NZOIA,0.987222061,35.02077027,FLOOD,10/3/2010,Namanjala location,,,,,,,,,,,
TRANS NZOIA,1.148515109,34.768847,FLOOD,3/9/2010,Endebess,,,,150,,,,,,,
TRANS NZOIA,1.149711342,34.98656525,FLOOD,1/5/2009,Namanjalala,,,,500,,,,,,,
TRANS NZOIA,1.149711342,34.98656525,FLOOD,3/9/2010,Marinda,,,,128,,,,,,,.
TRANS NZOIA,1.149711342,34.98656525,FLOOD,3/9/2010,Amuka,,,,50,,,,,,,
TRANS NZOIA,1.149711342,34.98656525,FLOOD,3/9/2010,Soymining,,,,40,,,,,,,
TRANS NZOIA,1.149711342,34.98656525,FLOOD,3/9/2010,Ndalala,,,,40,,,,,,,
TRANS NZOIA,1.149711342,34.98656525,FLOOD,3/9/2010,Mifungu,,,,20,,,,,,,
TRANS NZOIA,1.149711342,34.98656525,FLOOD,4/1/2010,Kitale-Swam road,,,,,,,,,,1000,
ELEGEYO-MARAKWET,1.204049185,35.64818661,LANDSLIDE,5/26/2010,Kaben location,14,,,,,,,,,,several small slope failures along he streams upslope gradually developed into gigantic debris flow along the main river valleys. The debris flow[...]
ELEGEYO-MARAKWET,1.204049185,35.64818661,LANDSLIDE,2/5/2010,,10,,,,,,,,,,
ELEGEYO-MARAKWET,1.204049185,35.64818661,FLOOD,4/15/2013,Tot,2,,,,,,,,,,One body retrieved.
SAMBURU,1.209680072,36.72566754,FLOOD,2/5/2010,Maralal,1,,,,,,,,,,
SAMBURU,1.209680072,36.72566754,DROUGHT,9/3/2011,Maralal,,,,,,,,,,,
WEST POKOT,1.215945187,35.33829229,FLOOD,3/28/2010,Wei Wei river,2,,,,,,,,,,
WEST POKOT,1.215945187,35.33829229,FLOOD,3/28/2010,Tapach Division,,,,,,,,,,,"Several farm crops were swept away, 30 families were relocated to safer grounds"
ISIOLO,1.434479167,38.70002046,DROUGHT,1/3/2011,,,,,,,,20431,,,,
ISIOLO,1.434479167,38.70002046,FLOOD,5/24/2005,Merti Town,,,,,,,1200,,,,200 Households were affected
ISIOLO,1.434479167,38.70002046,FLOOD,5/24/2005,Malkagalla,,,,,,,1020,,,,170 Households were affected
ISIOLO,1.434479167,38.70002046,FLOOD,5/24/2005,Korbesa,,,,,,,900,,,,150 Households were affected
ISIOLO,1.434479167,38.70002046,FLOOD,5/24/2005,Dacha Bassa,,,,,,,720,,,,120 Households were affected
ISIOLO,1.434479167,38.70002046,FLOOD,4/24/2005,Mata - Arba,,,,,,,540,,,,90 Households affected
ISIOLO,1.434479167,38.70002046,FLOOD,5/24/2005,Saleti,,,,,,,420,,,,70 Households were affected
ISIOLO,1.434479167,38.70002046,FLOOD,5/24/2005,Biliku,,,,,,,300,,,,50 Households were affected
ISIOLO,1.434479167,38.70002046,FLOOD,4/25/2005,Dololo Dakiye,,,,,,,240,,,,40 Households were affected
ISIOLO,1.434479167,38.70002046,FLOOD,3/3/2010,,,,,,,,200,,,40,"Buffalo serena bridge, 200 families were affected"
ISIOLO,1.434479167,38.70002046,FLOOD,1/3/2011,,,,,,,,,,,,
WEST POKOT,1.451425405,35.02555589,FLOOD,10/1/2010,Kongelai,1,,,60,,,136,,,,"Roads damaged were Sigor-Lomut, Lomut-Ameter, Sigor-Muino, and 3 bridges, 160 Households affected"
WEST POKOT,1.451425405,35.02555589,DROUGHT,1/8/2009,Kongelai,,,,,,,,,,,
WAJIR,1.452217746,40.08405351,FLOOD,7/11/2008,,,,,,,,80000,400,,,
WAJIR,1.452217746,40.08405351,DROUGHT,9/3/2011,Wajir East,,,,,,,,,,,
WAJIR,1.452217746,40.08405351,DROUGHT,9/3/2011,Leheley,,,,,,,,,,,
WAJIR,1.452217746,40.08405351,FLOOD,7/11/2008,Wajir,,,,,,,,,,,6000 wells and the main water supply contaminated
TURKANA,1.458276084,36.1663,FLOOD,4/25/2010,"River Kakole, Silale Hills",,,,,,,,,,,Government officers were stranded and were later rescued by a helicopter
WEST POKOT,1.487013544,35.64739871,FLOOD,11/14/2005,Ptirap,11,15,,,,,200,,,,
WEST POKOT,1.487013544,35.64739871,LANDSLIDE,11/30/2008,Chepkokogh location,11,16,,,,,,,,,
WEST POKOT,1.487013544,35.64739871,LANDSLIDE,11/13/2008,,8,,,,,,,,,,
WEST POKOT,1.487013544,35.64739871,MUDSLIDE,1/5/2009,Annet,,,,,,,,,,,
WEST POKOT,1.487013544,35.64739871,DROUGHT,1/8/2009,Sekerot,,,,,,,,,,,
WEST POKOT,1.487013544,35.64739871,DROUGHT,1/8/2009,Cheptulel,,,,,,,,,,,
WEST POKOT,1.487013544,35.64739871,DROUGHT,1/8/2009,Lomut,,,,,,,,,,,
WAJIR,1.502746551,39.49596475,FLOOD,7/11/2008,,,,,,,,,,,,
WEST POKOT,1.578848489,35.51917888,FLOOD,10/11/2008,,14,16,,,,,500,,,1,
WEST POKOT,1.578848489,35.51917888,FLOOD,1/5/2009,Sigor,,,,367,,,,,,,
WEST POKOT,1.578848489,35.51917888,DROUGHT,1/3/2011,Pokot East,,,,,,,,,,,
WEST POKOT,1.578848489,35.51917888,DROUGHT,1/8/2009,Masol,,,,,,,,,,,
WEST POKOT,1.578848489,35.51917888,DROUGHT,1/8/2009,Porkoyu,,,,,,,,,,,
WEST POKOT,1.578848489,35.51917888,DROUGHT,1/8/2009,Wei Wei,,,,,,,,,,,
WEST POKOT,1.578848489,35.51917888,DROUGHT,1/8/2009,Sekerr,,,,,,,,,,,
WEST POKOT,1.59199377,35.2665366,DROUGHT,1/8/2009,Batei,,,,,,,,,,,
WEST POKOT,1.59199377,35.2665366,DROUGHT,1/8/2009,Sook,,,,,,,,,,,
WEST POKOT,1.59199377,35.2665366,DROUGHT,1/8/2009,Endugh,,,,,,,,,,,
WEST POKOT,1.59199377,35.2665366,DROUGHT,1/8/2009,Nakwijit,,,,,,,,,,,
WEST POKOT,1.59199377,35.2665366,DROUGHT,1/8/2009,Ptoyo,,,,,,,,,,,
WEST POKOT,1.59199377,35.2665366,DROUGHT,1/8/2009,Tamugh,,,,,,,,,,,
WEST POKOT,1.59199377,35.2665366,DROUGHT,1/8/2009,Chepkopegh,,,,,,,,,,,
SAMBURU,1.658640078,36.69256768,DROUGHT,1/5/2009,Samburu Central,,,,,,,52000,,,,
SAMBURU,1.658640078,36.69256768,FLOOD,5/15/2010,Samburu East,10,,,,,,50000,,,,Larata - wamba - Maralal road 200km destroyed Serolit junction - Tonyowari - Dome road 60km destroyed Wamba - Nerihilo - Baragoi road 206km[...]
SAMBURU,1.658640078,36.69256768,DROUGHT,1/8/2009,Samburu East,,,,,,,45000,,,,
SAMBURU,1.658640078,36.69256768,DROUGHT,1/8/2009,Samburu North,,,,,,,42000,,,,
SAMBURU,1.658640078,36.69256768,FLOOD,4/3/2010,Ewaso Nyiro river,,,,,,,686,,,,"41 tourists were evacuated from their resorts to safer places while 45 families were rendered homeless, 600 staff of tourist lodges were aff[...]"
SAMBURU,1.658640078,36.69256768,FLOOD,9/1/2010,,,,,,,,140,,,,
SAMBURU,1.658640078,36.69256768,DROUGHT,9/3/2011,,,,,,,,,,,,
SAMBURU,1.658640078,36.69256768,FLOOD,4/1/2010,Maralal - Baragoi road,,,,,,,,,,,
SAMBURU,1.658640078,36.69256768,FLOOD,4/1/2010,Naibor road,,,,,,,,,,,
SAMBURU,1.658640078,36.69256768,DROUGHT,9/3/2011,Samburu East,,,,,,,,,,,
SAMBURU,1.658640078,36.69256768,FLOOD,11/14/2008,,,,,,,,,,,,
MARSABIT,1.716815476,37.75096697,DROUGHT,1/3/2011,,,,,,,,35600,,,,
MARSABIT,1.716815476,37.75096697,EPIDEMIC,1/1/2009,Laisamis,12,,,,,,1,,,,Incidences of cholera were reported as from January to June 2009
MARSABIT,1.716815476,37.75096697,EPIDEMIC,9/27/2009,Laisamis,5,,,,,,1,,,,
MARSABIT,1.716815476,37.75096697,DROUGHT,1/8/2009,Laisamis,,,,,,,,,,,
WAJIR,1.878125201,39.48198607,DROUGHT,9/3/2011,Wajir West,,,,,,,,,,,
WAJIR,2.006964859,40.53567033,FLOOD,2/14/2012,,,,,,,,,,,,
WAJIR,2.006964859,40.53567033,FLOOD,7/11/2008,,,,,,,,,,,,
